政府が運用している「イケてない」システムは報告を！ 河野太郎デジタル大臣が呼び掛け【やじうまWatch】	<情報公開>	<経済>
米シリコンバレー銀行破綻は対岸の火事か　危うい債券依存、金融庁警鐘 - 日本経済新聞	<社会事件>,<コラム>,<市場動向>	<経済コラム>
ＩＦＲＳが英国の投資阻害＝英財務省次官	<投資>,<社会問題>	<経済>
ストライブ社の知的文書処理（英文省略IDP）機能が「ISG Provider LensTM知的自動化ソリューションとサービス2022年版」のレポートに掲載されました	<情報公開>,<レポート>	<経済>
”酒に酔った”自称・国土交通省職員の男　駅ホームの非常通報ボタン押して　列車遅延させた疑い　阪神「神戸三宮駅」（MBSニュース）	<社会事件>	<社会>
仙台空港に1,771kWカーポート型太陽光設置へ【豊田通商／東急不動産／東北電力】国交省「空港脱炭素化推進事業」採択1号案件	<組織>,<設備投資>,<目標>,<コラム>	<経済コラム>
タイパの次は「スペパ」、省空間でコスパと一石二鳥 - 日本経済新聞	<市場動向>	<経済>
伊政府、VMwareサーバーへのランサムウエア攻撃が多発と警告 |  財経新聞	<業界情報>	<経済>
ＥＥＺに洋上風力発電を設置へ　政府、早期に法整備方針	<組織>,<設備投資>,<目標>,<方針>	<経済>
政府クラウド採用の米4社、無償で公務員とIT社員育成 - 日本経済新聞	<市場動向>	<経済>
機密資格導入へ有識者会議設置へ　政府、経済安保閣僚会議：山陽新聞デジタル｜さんデジ	<組織>,<設備投資>,<目標>,<会議>,<市場動向>	<経済>
２２年新設住宅着工戸数／２年連続増加、８６万戸に／国交省	<社会統計>,<現象>	<社会>
中部電力も経産省システム不正閲覧　再エネ会社の情報 - 日本経済新聞	<市場動向>	<経済>
【防衛銘柄】防衛省と契約高が多い20社　三菱重工、川崎重工以外に意外なメーカーも〈週刊朝日〉（AERA dot.）	<株式概況>,<提携>	<経済>
自民党創薬力強化PT・橋本座長　“創薬”を国の戦略に　骨太方針を見据えて提言へ　政府に司令塔機能を | ニュース | ミクスOnline	<戦略>,<目標>,<方針>	<経済>
経産省とIPAによる「DX推進スキル標準」公開のニュースが先週の1位	<業界情報>,<レポート>	<経済>
下水汚泥由来の肥料、農水省が品質規格新設　普及後押し - 日本経済新聞	<政府・宣言>,<設備投資>,<コラム>,<市場動向>	<政治コラム>
トップ研究者らを重点支援、文科省が「量子技術の開拓」など６件選定	<支援>,<表彰>	<経済>
「サステナブルな企業価値創造に向けたサステナビリティ関連データの効率的な収集と戦略的活用に関するワーキング・グループ（WG）」を設置します （METI/経済産業省）	<組織>,<設備投資>	<経済>
MMT（現代貨幣理論）の批判的検討(1)─政府と中央銀行の役割	<社会統計>	<社会>
英政府、重要鉱物資源に関する戦略、精製施設への投資を発表(英国)	<投資>	<経済>
蓄電池産業戦略の最終とりまとめとともに、 関西蓄電池人材育成等コンソーシアムを設立します （METI/経済産業省）	<設立>	<経済>
総務省『異能vation』プログラム2022年度 選考結果を発表　ICT分野における“技術課題への挑戦”を支援	<情報公開>,<レポート>,<表彰>,<支援>	<経済>
政府の「医療DX推進本部」発足　全国医療情報プラットフォーム創設、電子カルテ標準化など新工程表策定へ | ニュース | ミクスOnline	<政府・宣言>,<設立>,<施策>,<目標>	<政治>
国交省、「ラストワンマイル」の進化へ検討会を設置　5月下旬に中間取りまとめ　DX組み合わせて環境整備｜政治・行政・自治体｜紙面記事	<組織>,<設備投資>,<コラム>,<方針>	<経済コラム>
実弾撃てるエアガンや模倣拳銃など所持…51歳会社員ら6人書類送検　警視庁初のクロスボウ摘発も（FNNプライムオンライン）	<社会事件>	<社会>
【法改正の波紋】　「テレビ通販撤退も増える」／政省令案の閣議決定に業界反発（2023年2月9日号） | 行政団体 | 日本流通産業新聞 | 日流ウェブ	<株式概況>	<経済>
商工中金、なお残る「官」　政府が株売却後も危機対応関与 - 日本経済新聞	<市場動向>	<経済>
COCOA失敗、技術生かせぬ行政露呈　政府報告書 - 日本経済新聞	<コラム>,<政府・宣言>,<市場動向>	<政治コラム>
静岡銀行と県信用保証協会、環境省ESGアワード最高賞に - 日本経済新聞	<表彰>,<目標>,<市場動向>	<経済>
CCUS普及促進/2.6億支給の見込み/厚労省 第10次建設雇用改善計画 | 建設通信新聞Digital	<市場動向>,<戦略>	<経済>
三菱食品、外食店のデジタル化を支援　省人化へモバイルオーダー提案 - 日本食糧新聞電子版	<支援>,<提案>	<経済コラム>
ヴォロコプター・イン・ジャパン：シリーズEへの新規投資・国土交通省航空局によるエアタクシー型式証明申請の受理	<投資>,<政府・認可>	<政治>
本気のUFO調査が気球特定に役立った？　国防総省が部署新設、NASAも研究チーム：東京新聞 TOKYO Web	<コラム>,<政府・宣言>,<設備投資>	<政治コラム>
【馬毛島基地工事】作業員宿舎を島内に3000室超設置へ　看護師も常駐　防衛省方針　「種子島に迷惑かけない」	<組織>,<設備投資>,<目標>,<方針>	<経済>
警視庁人事（上）：東京新聞 TOKYO Web	<人事>	<経済>
文化庁3月京都移転､問われる発信力　東京との連携に壁も - 日本経済新聞	<設備投資>,<コラム>,<市場動向>	<経済コラム>
【新型コロナ 厚労省まとめ】62人死亡 1万2399人感染（26日） | NHK	<コラム>,<社会事件>,<社会問題>	<社会コラム>
国土交通省／エネルギー消費効率（燃費値）の新たな表示への切替えに関し日野自動車に報告を求める	<要望>,<要請>,<政府・宣言>	<政治>
雲南省、2023年のテクノロジー経費を前年比3割増に―中国	<目標>,<社会統計>	<社会>
【2023年提出 確定申告】国税庁が公表「ふるさと納税の申告漏れ」に注意	<要請>,<政府・宣言>,<コラム>	<政治コラム>
核ごみ最終処分に協議の場、政府案巡り　福井県の杉本達治知事「聞いていない」（福井新聞ＯＮＬＩＮＥ）	<対談>,<障害>	<社会>
テスラ充電スポット、他社EVにも開放へ 米政府とマスク氏が合意	<技術提供>,<目標>,<契約>,<政府・会談>	<政治>
新町西再開発事業　計画変更の縦覧省略ミス　市、国に詳細伝えず判断｜徳島の話題｜徳島ニュース｜徳島新聞デジタル	<経済>,<コラム>,<障害>,<方針>	<経済コラム>
処理水海洋放出「賛成」増加　政府の全国ネット調査、広報前比2.3ポイント増の46％（福島民友新聞）	<現象>,<政府・宣言>,<調査>,<市場データ>,<社会統計>	<政治>
原子力規制庁、経産省に提供した資料を公表	<政府・宣言>,<技術提供>,<サービス開始>,<情報公開>	<政治>
70歳までの就業確保　実施率は2.3ポイント増の27.9%に　厚労省集計・令和４年｜Web限定ニュース｜労働新聞社	<社会統計>,<目標>,<市場データ>	<経済>
国土交通省管轄の住宅セーフティネット制度は、なぜ機能していないの？	<コラム>,<障害>	<社会コラム>
BYD、陝西省宝鶏市でNEV部品生産拠点が着工	<設備投資>	<経済>
経産省、「次代担う繊維企業」公表　浅野撚糸など109社	<コラム>,<提携>	<経済コラム>
揺らぐ自由化の理念＝電力大手で相次ぐ不正閲覧―経産省、厳正処分へ	<業界情報>,<目標>	<経済>
電子政府サービスの利用・認識度が進展（韓国） | 地域・分析レポート - 海外ビジネス情報	<コラム>,<情報公開>,<レポート>	<経済コラム>
経産省、水素・アンモニア安定調達へ今夏にも専門部署｜政治・行政・自治体｜紙面記事	<資金>	<経済>
静岡県4600人超の人口流出　全国ワースト8位　昨年総務省まとめ（静岡朝日テレビ）	<人事>,<障害>,<業界情報>,<レポート>,<コラム>	<経済コラム>
23年上半期の成長率見通し　1．1％に下方修正＝韓国政府系機関（聯合ニュース）	<予測>,<目標>,<業績>	<経済コラム>
大手コンサル・アクセンチュアが群馬県庁30階に入居　県内のデジタル化支援で県と連携も | 上毛新聞社のニュースサイト	<提携>	<経済>
＜北朝鮮内部＞ミサイル発射の陰で異例の行動…飢えた困窮者が連日政府・党庁舎に押しかけ食糧要求　「食べ物くれ」と通勤途中の幹部に迫る老人も　（修正版）（アジアプレス・ネットワーク）	<要請>,<コラム>	<経済コラム>
バイドゥの“中国版ChatGPT”、リリース前でも300社が協業表明。政府後押しで市場の強気続く	<方針>,<業界情報>	<経済>
ドイツ政府、eモビリティに関する 6 つの研究プロジェクトを支援	<支援>	<経済>
霞が関、夜通しで答弁作成　22年臨時国会で政府答弁書 - 日本経済新聞	<市場動向>	<経済>
Plug and Play Japan 執行役員CMO、藤本あゆみが文部科学省起業推進教育大使に任命	<人事>	<経済>
照度・風量の測定結果を“BIMモデル”に自動取り込み、50％の省人化を達成した「検査業務デジタル化」	<目標>,<社会統計>	<社会>
中国の地方政府、電気料金上げ広がる　生産コスト上昇へ	<業界情報>,<生産活動>,<目標>	<経済>
海藻バイオ燃料、政府前向きもコストに課題 - NNA ASIA・インドネシア・農水	<コラム>,<社会問題>	<社会コラム>
無人ならぬ「省人」コンビニ。セブン‐イレブン×NECが狙う新たな市場とは	<コラム>,<市場動向>	<経済コラム>
イスラエル投資ファンド、政府機関と培養魚魚肉ベンチャー設立	<政府・宣言>,<設立>	<政治>
トップキープレーヤーケイマンケミカル、Biosynth AG、ペンタ、武漢河中生物化学製造、湖北省遠城技術共同によるCOVID19のImapctを含むカフェ酸市場 – InvestAsian	<生産活動>,<市場動向>	<経済>
遠隔医療市場：政府の資金提供により循環器分野が飛躍的に成長	<市場動向>,<業界情報>	<経済>
デジタル庁から推奨APIゲートウェイとされた「Kong Gateway」。その背景と機能、最新情報、クラウドネイティブ対応など関係者に聞く［PR］	<対談>,<情報提供>	<経済>
抗生物質に定額収入保証　厚労省、有事の安定供給狙う - 日本経済新聞	<コラム>,<市場動向>	<経済コラム>
CO2排出量表示で政府が調達優遇　23年度に床材から - 日本経済新聞	<市場動向>	<経済>
切羽観察記録を自動出力/深層学習活用し省力化/飛島建設 | 建設通信新聞Digital	<設備投資>	<経済>
ドイツ陸上風力、政府目標届かず - 日本経済新聞	<市場動向>	<経済>
米インテル、独新工場建設に政府補助金100億ユーロ必要＝独紙	<設備投資>,<コラム>	<経済コラム>
「計画漬け」の見直しに省庁の壁 - 日本経済新聞	<コラム>,<市場動向>	<経済コラム>
経済産業省とIPAが語る、DX推進スキル標準──進み始めたデジタル、進まないトランスフォーメーション | Biz/Zine	<コラム>,<業界情報>	<経済コラム>
金融庁が激怒した「仕組み債」の販売額が多い金融機関ランキング【全15社】1000億円超えも2社	<レポート>,<提携>	<経済>
英宇宙庁、Rolls-Royceの宇宙用原子炉に資金を追加提供–2029年に月へ送る計画（UchuBiz）	<戦略>	<経済>
企業に非化石エネルギー使用を求める…政府が基本方針を策定 | レスポンス（Response.jp）	<要望>,<要請>,<施策>	<経済>
青森・六ケ所の発電風車が倒壊　高さ１００ｍ、経産省が現地調査	<社会問題>,<政府・宣言>,<調査>	<政治>
経済産業省官印省略２０２３０２２０中第１号令 和 ５ 年 ２ 月 ２ ４ 日関係事業者団体代表者  	<市場動向>,<コラム>	<経済コラム>
港湾でCO2吸収「海洋植物の森」　国交省後押し - 日本経済新聞	<コラム>,<市場動向>	<経済コラム>
インテルが独政府に最大7200億円の追加補助要望、工場建設で－関係者	<要望>,<設備投資>,<コラム>	<経済コラム>
働きながら介護、経済損失9.2兆円　経産省、30年時点を試算 - 日本経済新聞	<市場動向>,<投資>	<経済>
ラピダス半導体工場新設で庁内支援体制構築へ 千歳市長	<設立>,<設備投資>,<目標>	<経済>
砂漠の「ブルー・オーシャン」、甘粛省が太陽光発電による砂漠化対策モデルを模索―中国 - 記事詳細｜Infoseekニュース	<政府・宣言>,<業界情報>	<政治>
［高騰打破］堆肥広域流通マッチング支援　農水省サイトに情報集約 / 日本農業新聞公式ウェブサイト	<支援>	<経済>
「無期雇用転換」見込み４４％　有期１０年の大学教員ら―文科省調査：時事ドットコム	<市場データ>,<調査>	<経済>
官民PF形成、発信/途上国の都市にアプローチ/経産省が災害対応ソリューション国際を展開 | 建設通信新聞Digital	<コラム>,<政府・宣言>,<業界情報>,<方針>	<政治コラム>
中部電力、不正閲覧2万6千件　経産省の再エネシステム - 日本経済新聞	<市場動向>	<経済>
欧州で薬不足。フランス政府は対策委員会発足。	<社会問題>,<政府・宣言>,<設立>	<政治>
政府も国産化に舵、水中無人潜水「AUV」関連の注目6銘柄（会社四季報オンライン）	<株式概況>	<経済>
電子処方箋「ベンダーから見積もりさえ取れない」、日本薬剤師会が厚労省に要望	<障害>,<要望>	<社会>
九州電力株式会社、九州電力送配電株式会社、中部電力ミライズ株式会社及び中部電力パワーグリッド株式会社に対して再生可能エネルギー電気の利用の促進に関する特別措置法に基づく報告を求めました （METI/経済産業省）	<政府・宣言>,<要望>,<要請>	<政治>
政府、原型炉前倒し　「核融合発電」国家戦略に明記	<戦略>,<レポート>	<経済>
環境省「TCFDを活用した経営戦略立案のススメ」2022年度版 シナリオ分析開示例に掲載  | 荏原製作所	<情報公開>	<経済>
農水省、持続可能な調達で表彰　不二製油、キリンHD、小川珈琲 - 日本食糧新聞電子版	<表彰>	<経済>
韓国政府、15カ所の国家先端産業団地候補地を選定(韓国) | ビジネス短信 ―ジェトロの海外ニュース	<表彰>	<経済>
個人情報保護委、データ漏洩対応で警察庁などと連携 - 日本経済新聞	<市場動向>	<経済>
消費者庁長官　新井ゆたか氏 - 日本経済新聞	<市場動向>	<経済>
中国・雲南省で水力発電逼迫（写真=ロイター） - 日本経済新聞	<市場動向>	<経済>
味の素 「減塩」で消費者庁長官表彰 - 食品新聞 WEB版（食品新聞社）	<表彰>,<生活>	<経済>
「新型コロナ」名称を当面は使用　厚生労働省専門部会 「5類」に変更後も（TBS NEWS DIG Powered by JNN）	<組織変更>	<経済>
IHIが米防衛大手と提携　不審衛星を監視、政府に提案 - 日本経済新聞	<提携>,<提案>,<市場動向>	<経済コラム>
“東大生の官僚離れ”が加速…早慶の学生にも避けられ、厚労省若手キャリアの半数がMARCH卒レベル？ 「過酷すぎる労働時間」「ヒラメ幹部に嫌気」「スキルが学べない」のは本当か？（集英社オンライン）	<方針>,<コラム>,<障害>	<社会コラム>
なぜ？「インボイス制度」で総額年58億円の「電気代値上げ」が発生…パブリックコメント募集中の「経産省令案」の中身とは - トピックス｜Infoseekニュース	<コラム>,<障害>	<社会コラム>
“働きながら介護”の経済損失 2030年に9.1兆円 経済産業省試算（ABEMA TIMES）	<市場動向>,<投資>	<経済>
デンカ、アメリカ環境保護庁（EPA）によるDPEのクロロプレンモノマー毒性評価について（第8報）発表 - 日本経済新聞	<表彰>,<業界情報>,<市場動向>	<経済>
中国政府方針　鉄スクラップ消費23年　2億6500万トンに拡大	<社会統計>	<社会>
経産省の「事務次官レース」がデッドヒート…原発の「運転期間延長」のウラで起こっていた“出世争い”	<障害>,<コラム>	<社会コラム>
5類移行、感染防止「五つの基本」示す　厚労省アドバイザリーボード | 毎日新聞	<社会問題>,<障害>,<社会事件>,<方針>	<社会>
インテルが独政府に最大7200億円の追加補助要望、工場建設で－関係者（Bloomberg）	<要望>,<設備投資>,<コラム>	<経済コラム>
政府、「持続可能な海洋」新設。洋上風発など。海洋基本計画 原案|日本海事新聞 電子版	<政府・宣言>,<設備投資>,<戦略>	<政治>
金融庁、銀行クラウドのリスク調査 - 日本経済新聞	<調査>,<政府・宣言>,<市場動向>	<政治>
政府統計の元データ、最短数週間で開示 - 日本経済新聞	<情報公開>,<市場動向>	<経済>
テレワーク・ワーケーション官民推進協議会の設立（観光庁）	<政府・宣言>,<設立>	<政治>
世界最長の風力発電ブレード 中国湖南省の生産ラインで完成	<設備投資>	<経済>
政府／洋上風力のセントラル方式運用方針策定へ、国が系統確保や環境アセスなど関与 – 日刊建設工業新聞	<生産活動>,<施策>,<目標>	<経済>
「仮名加工医療情報」の新設、製薬協会長らが評価　　政府・協議会で、創薬への活用に大きな進展 | 日刊薬業 - 医薬品産業の総合情報サイト	<業界情報>,<コラム>	<経済コラム>
中電グループによる顧客情報の不正閲覧問題　2022年4月から計40万件弱　経産省システムめぐってはID漏洩も（CBCテレビ）	<コラム>,<社会問題>	<社会コラム>
関西電力社員　経産省サイトを不正閲覧　調査結果発表「営業活動のためではない」（ABCニュース）	<調査>,<情報公開>,<レポート>,<コラム>	<経済コラム>
