DATAFLUCT、高精度の自動需要予測で仕入れや生産を最適化するSCMサービスの提供開始 | Biz/Zine	<サービス開始>
信越化学工業、シリコーン製品の能力増強 | ゴム報知新聞ＮＥＸＴ | ゴム業界の専門紙	<方針>
【車名当てクイズ】この名車、珍車、ご存じですか？ 第180回	<コラム>
EMA／サル痘に対して天然痘ワクチン “Imvanex”の適用審査を開始 | GMP Platform	
サムスンバイオロジクス、GSKと4206億ウォン規模の医薬品委託生産契約締結	<契約>,<受注>
食用トウモコロシからナノ粒子を大量作製＝東京理科大	
静岡ガス エネルギーを地域内循環させ、環境価値の地産地消へ	<目標>
歯ブラシのサブスクって知ってる？　スタイリッシュな電動歯ブラシが月々330円で利用できる	<利用・採用>
NECソリューションイノベータ株式会社がカスタマーサクセスプラットフォーム「coorum(コーラム)」を導入	<方針>,<利用・採用>
量産化の段階を迎えたAIサービスロボット。深蘭科技開発の消毒ロボットが韓国LGより発売へ	<商品化>,<目標>
大学発ベンチャーの「起源」(59) ウィック・バイオテック・ファーマ - M＆A Online	
再エネ推進「正しい形で」　自民・古屋氏、大規模開発めぐる集会で	
ベーリンガーインゲルハイム、好調な業績を追い風に研究開発投資を増額	
【定着・成長を促す！メンバーシップ型パート活用法】第１回　成功企業の共通点とは　仲間が意欲向上の鍵　働き手は顕著に高齢化／平田 未緒｜労働新聞連載記事｜労働新聞社	<コラム>
【山崎実業】大人気「tower」シリーズで玄関を使いやすく！便利な神アイテム3選	<コラム>,<紹介>
特許庁の伴⾛⽀援プログラム「I-OPEN PROJECT 21」にて、類似する先⾏技術を調査して評価するシステム「AI Samurai」が活用 | 知財図鑑	<技術開発>,<利用・採用>
プロのイラストレーターが色塗りで意識する“3つの色”が参考になる　「後世に伝えていきたい」「勉強になった」と反響 - トピックス｜Infoseekニュース	<コラム>
グローバル液体食品パッケージに関する市場レポート	<レポート>
培養ウナギ、２６年には生産開始	<生産活動>
メルカリら3者、高齢者のフリマアプリ利用による他者とのつながりと健康に関する共同研究を開始 | Biz/Zine	<コラム>,<提携>
「MacはLinuxだった」って本当？　「そうだね……」元Mac雑誌編集者は昔語りを始めた	<コラム>
【2022】空気清浄機おすすめ9選｜家電のプロの選び方＆人気メーカーの商品を紹介	<紹介>,<コラム>
洋上風力発電を革新する——ノルウェーのスタートアップ、ヨットのように海上に浮かぶ2重反転型風力タービンを開発中｜fabcross	
Google、1.65メートルのなが～いキーボードを開発　インパクト大な見た目に「あれ今日4月1日？」と戸惑う声 - トピックス｜Infoseekニュース	<技術開発>
ソニーが作ったロボット「poiq」と一カ月暮らしてみた	
三菱マテリアル、耐火プラ製品開発へ　EV電池ケース向け	<技術開発>,<目標>
三菱商事・三井物産、豪CCSで鉱区探査の許認可取得	<政府・認可>
マツダ、35年に世界全工場で温室ガスゼロ　再生エネ・バイオ燃料活用	<技術開発>,<利用・採用>
ストラタシスCEOが実製品製造に意欲「3Dプリンターは物流停滞に強い」	
養生中にCO2を「吸い込む」 現場での打設に挑む	<コラム>
脱炭素経営の本社調査「GX500」、アサヒGHD首位に	<業界情報>
京セラ、極小LEDのコスト半減　次世代ディスプレー用	<業界情報>
半導体大手が企業向けサービスに力　AIやクラウド活用 | 電波新聞デジタル	
プラ事業は増収減益　アキレスの４～９月期	<業績>
生態系回復へ対策急務　企業活動と連携も―ＣＯＰ１５：時事ドットコム	<業界情報>,<提携>
新東工業　第36回ネプコンジャパン－エレクトロニクス開発・実装展－に出展	<イベント>
東芝インフラシステムズ、製造建屋内のローカル5G電波伝搬の改善方法を確認	<研究>
キャンピングカーの製作・販売を開始 イトイ産業など	<サービス開始>
2020年の産業用ロボット向けセンサー世界市場は880億円、今後は拡大と予測	<市場データ>,<予測>
『mHealth Watch』注目ニュース:『セルフバンク』、睡眠データから課題分析コンテンツと栄養アドバイスを提供	<業界情報>,<サービス開始>
接客DXを推進するサイネージソリューションを提供	<サービス開始>
現代モービス、日本人をスカウト！自動運転分野などで日本市場攻略へ	
オランダ、2028年までに水素旅客機導入も オランダ・運輸	<方針>,<利用・採用>
文系のためのデータサイエンス：まあまあ元気になる話：オルタナティブ・ブログ	
心電図波形の機械学習で糖代謝を高精度に判定可能	<技術開発>
【クリスマス】人気DIY塗材「塗る繊維」シルクプラスターからホリデーシリーズを発表。気分上がるクリスマスカラー２色限定のキャンペーンでDIYを盛り上げたい！	<商品化>,<方針>
柳英相SKT代表"3年後にUAMの常用化…2030年には完全自律飛行"	<技術開発>
テキストコミュニケーションのノウハウをお伝えするセミナー「テキストメッセージが大好きになる10のこと」を実施します＜9月13日開催決定＞	<コラム>,<セミナー>,<方針>
良かれと思って…「心理的安全性」を損ねてしまう上司の“勘違い”行動とは	<見解>,<コラム>
3日間で考える「ビジネスモデル」　審査会で優勝したのは…“お金がない学生“×“フードロス削減”【静岡発】	<見解>,<技術開発>
新型コロナ オミクロン株BA.5による症状の特徴について　重症化する頻度やその時期は？（忽那賢志） - 個人 - Yahoo!ニュース	<コラム>,<説明>
米テスラ、8月19日に2回目の「ＡＩデー」開催	<イベント>
再発難治性多発性骨髄腫に対するサークリサ＋ポマリスト＋デキサメタゾン併用療法、全生存期間24.6ヶ月を示す	<業界情報>
楽天モバイル、Open RAN技術の展示施設をイギリスに開設	
CO2排出量実質ゼロへ　前町長が「ゼロカーボンシティ宣言」　和泊町	<目標>,<方針>
【セミナー開催】そのデータ分析合ってる？正しい『定量データの見方』とは	<セミナー>,<コラム>
象印マホービン社員の年間平均給与、2021年はジャンプアップ！ 気になる業績推移もチェック	<コラム>
「売上を２倍にする！指示なしで動くチームの作り方」と題して、株式会社トゥルーチームコンサルティング／一般社団法人自走式組織協会 吉野 創氏によるセミナーを2022年11月24日（木）に開催!!：時事ドットコム	<セミナー>
ドローンでＡＥＤ搬送実現を　岐阜大など実証実験進む：中日新聞Web	<技術開発>,<業界情報>
環境発電で動くルネサスの組み込みコントローラー、約3mm角の小型品を追加	<サービス開始>
【全国初　燃費サポート『TT EX PRO』がヤマダ電機のポイントで購入可能に】|【業界先取り】業界ニュース・自動車ニュース2022国産車から輸入車まで【MOTA】	<技術開発>,<コラム>
NIMS、機械学習により世界最高性能の磁気冷凍材料を発見	<技術開発>
共同発表:白金族ハイエントロピー合金ナノ触媒の合成に成功~"One for all,all for one"の6銃士触媒が高難度反応を達成~	<技術開発>,<目標>
「モンベル」の傑作！ 機能的で美しく、お手ごろ価格のレインジャケット	
乾癬の罹患率が女性で低い理由は「女性ホルモン」の可能性－京大ほか	<コラム>
【漫画】誰か教えて 会社の要注意人物＆先輩より早く受話器を取る方法…知らずに案の定「敗北」｜ウォーカープラス	<紹介>,<コラム>
家電量販4～9月、巣ごもり一巡で4社減益　値上げも響く	<業績>
横河計測、近・中赤外帯の光スペクトラムアナライザ「AQ6375E」と「AQ6376E」を発売	<商品化>
三井金属／極薄銅箔の２４年度販売量／２６％増目指す、ＰＫＧ向け販路を拡大 | 日刊鉄鋼新聞 Japan Metal Daily	<方針>,<目標>
ハウステンボス売却1000億円規模　HIS、PAGと最終調整（写真=共同）	
【Exclusive】アルゼンチン「バイオセレス社」が世界に売り込む「遺伝子組み換え小麦」 | 記事 | 新潮社　Foresight(フォーサイト) | 会員制国際情報サイト	
転移乳がんへの局所療法はescalationなのか？／日本癌治療学会	<コラム>
韓ポスコ／伯ヴァーレとＨＢＩ事業／業務協約締結、共同研究分野を拡大／年末までに基礎検討完了 | 日刊鉄鋼新聞 Japan Metal Daily	
共和薬品、GMP違反業務停止で謝罪　　社長以下役員3人が減俸、総責や品質責任者を刷新へ | 日刊薬業 - 医薬品産業の総合情報サイト	<目標>
TDKが北上工場に新棟建設、MLCCの生産体制を強化	<設備投資>,<方針>,<組織>
京大・Doogなど、協働運搬ロボ自動走行　GaNフォト結晶レーザー搭載LiDAR実証	<実験>
ビシェイジャパン　セメント被膜アキシャルリード巻線型抵抗器の一部、自動実装装置に対応 | 電波新聞デジタル	<技術開発>
SPACE BD、AI創薬と宇宙生かした創薬研究支援サービスへ – 旅行業界・航空業界 最新情報 − 航空新聞社	<目標>
世界的にペットオーナーが増加。ペットの毛の掃除に悩む方への新提案　ダイソン、毛絡みを解消するコードレスクリーナーとペットグルーミングツール新発表	<方針>,<現象>,<提案>,<商品化>
体験型メニューそろう　１０月２９、３０日のロボテス縁日　事前申し込み不要　福島県南相馬市	
2022 年の市場状況を理解するために、イメージ センサー市場に関する調査が実施されました。	<方針>
「 デジタル広告視聴率 は、『指標の氾濫』を解消できる 」：ニールセンデジタル 代表取締役社長 宮本淳氏	
【無印良品】料理がグンと楽になった！490円の「天才キッチングッズ」今までの苦労はなんだったの…？	<コラム>
伝統的な発酵と最先端の科学の融合！世界最古の藍藻類ブルーグリーンアルジーを使用した発酵幹細胞コスメ『BGAスキンケア』がついに発売	<商品化>
(米国) Avient、DSM Protective Materialsの買収を完了	
「夫の転勤で、私の仕事がゼロに...」子どもの学費を稼ぐため、選んだ驚きの仕事とは？	<コラム>
誰でもVRに「自分の手」を持ち込める時代が到来？ 「ContactGlove」体験レビュー	<コラム>,<レポート>
農作業事故をＶＲで体験　共済連と農研機構が新たに動画開発 / 日本農業新聞公式ウェブサイト	<レポート>,<技術開発>
「脂肪」対策そろい踏み　乳の価値再認識へも期待　乳業大手3社 - 日本食糧新聞電子版	<提携>
100Ｗ―１ｋＷ級半導体レーザー光源、京大が設計指針確立　単一モード実現	<技術開発>
サッポロホールディングス、増収減益	<業績>
お荷物のアリババを切り離したが…過去最大の赤字に苦しむ孫正義社長に残された大きな課題 SBGの資金調達体制は転換点を迎えている	<コラム>
ライバルはホンダe！ 電気自動車になった「フィアット 500e」は400万円後半。今年導入予定の500台はすぐ売れちゃうかも!?（carview!） | 自動車情報サイト【新車・中古車】 - carview!	<コラム>
化粧品容器プラスチックキャップの水平リサイクル『Cap to Cap』を実現ナチュラグラッセ2022年4月限定品に採用・販売：時事ドットコム	<技術開発>,<利用・採用>,<商品化>
オミクロン 症状 後遺症は ピークは わかってきたこと【2/16】 | NHKニュース	<コラム>
壁、天井を自在に移動し、最適な空間を実現するロボット | 家・家族 | RADIANT - 立命館大学研究活動報 | 研究・産学官連携 | 立命館大学	<技術開発>,<提携>
會澤高圧コンクリートが3Dプリンターでキャンプ施設を建設！ 太陽の森ディマシオ美術館にオープン | 建設ITブログ	<設備投資>
国内最大のグリーン水素施設新設　再エネから、山梨県とサントリー合意	<設備投資>,<契約>
臨床診断薬の世界市場は、2030年まで年間平均成長率7.4％で成長すると予想される	<市場データ>,<業界情報>
スタートアップコンテスト決勝大会を11月26日に開催：東京都 | イベント | J-Net21[中小企業ビジネス支援サイト]	<イベント>
日本ミシュランタイヤ DXで顧客の課題解決	<コラム>
NEC、DX推進とクラウドビジネスの拡大により「Microsoft Japan Partner of the Year 2022」にて特別賞を受賞：時事ドットコム	<表彰>
健康管理が劇的に変わる「スマート体組成計」3選【今日のライフハックツールまとめ】	<コラム>,<紹介>
セイコーエプソンが語ったマイクロデバイス事業の未来	<コラム>
【浪速風】北京五輪はロボット見本市？	<コラム>
Do more with less (より少ないリソースでより多くを): デジタルに基づく強力な体制で未来を切り開くお客様の事例	<説明>
65歳以上の夫婦・年金受給世帯が住民税非課税になる「211万円の壁」って何？	
コーセーのアップサイクル術　残った化粧品を絵の具に変える	<コラム>
徳島県内初の人工アイススケートリンク23年度オープン　県立東部防災館に、氷使わず樹脂パネル敷き詰め｜政治・行政｜徳島ニュース｜徳島新聞デジタル	
ＥＶシフトへ、対応急ぐ熊本県内企業　エンジン部品大幅減も雇用維持へ　関連強化、新分野に挑戦	<目標>,<技術開発>,<方針>,<コラム>
チームワーキング　ケースとデータで学ぶ「最強チーム」のつくり方	<コラム>
シナリオプランニングで、新規事業にとことん伴走する。未来を読み解くサービスデザイナーの矜持	
電動車がつまらないなんてウソ！　ニスモがイジったノートとリーフの激変っぷりに未来を見た	<見解>
インターネットへの接続――AWSにおけるNATの設定はどうすべきか？：AWSで学ぶクラウド時代のネットワーク基礎知識（2）	<コラム>
Thinkerの小山佳祐が日本ロボット学会「優秀研究・技術賞」を受賞	<表彰>
ヤマハがバイク事故ゼロを目指す「安全ビジョン」を発表。立ちゴケや衝突、右直事故などを防ぐ先進技術を公開	<商品化>,<イベント>
三菱電機、個々のライフスタイルに寄り添いワンストップでサービスを提供するポータルサイト「くらし×おトク+サイト」開設	<サービス開始>
 ゆりかごからゆりかご| Drees＆Sommerのリサイクル可能な新しい本社の内部	
テルアビブ大学との共同研究で“夢のバイオプラスチック”製造 テクニオンジャパン 石角完爾	<生産活動>
三菱地所、本社でワイヤレス給電の実証実験　22年春に米スタートアップと	<実験>
Intel、暗号資産マイニング用ASICを正式発表	<商品化>
「家で最期を迎えたい」患者の願いに寄り添い10年　那須烏山・訪問看護ステーションあい	
ペットボトル回収した後はどうなる？ ファミマで追跡実験	<実験>
花王、ニオイ落ち性能を高め「アタック ZERO」改良｜週刊粧業オンライン	<方針>
日本企業はなぜ中国への投資拡大を続けるのか―中国メディア	<コラム>,<投資>,<方針>
モチベーションのカギは「1 on 1」 部下を依存させない理想的なスタイルとは〈AERA〉（AERA dot.）	
「日立、富士通がジョブ型雇用へ」ネットは歓迎の一方、課題を指摘する声も	<コラム>
プロカメラマンに教えてもらう！クルマの「映える」写真を撮る方法７選【PR】	<紹介>
無重力体験で疲労回復。NBAスター選手もハマる「アイソレーションタンク」の正体	
【厳選】根っからのクルマ好きが、自信を持って勧めるEVたち	<紹介>
特許庁の広報誌「とっきょ」Vol.55が完成！ テーマは「進化するヘルスケア」。「こころ」と「からだ」の常識が変わる新技術を知財の視点で読み解く！	
【コラム】韓国の雇用不足はロボットのせいなのか	<コラム>
製薬業界 きょうのニュースまとめ読み（2022年2月16日） | AnswersNews	
AIOps、成否を分けるデータ品質の問題をいかに解消するか	<コラム>
【VAVA】超短焦点4Kプロジェクター"VA-LT002 BK REV2"発売	<商品化>
【現状のAIでできること、できないこと・1】ビジネスで役に立つAIとは？ - 週刊BCN+	<コラム>
がんペプチドワクチンの市場、2021年～2027年は健全なCAGRで成長予測	<予測>
２２年科学賞の受賞者を発表＝武田薬品工業とＮＹＡＳ〔ＢＷ〕	<コラム>
日産自動車、「人とくるまのテクノロジー展 2022」出展概要を発表	<イベント>
脱炭素20兆円支援案、財源の賦課金は28年度から - NNA ASIA・日本・経済	
「歯磨き粉で蚊がとれる」SNSで“20万いいね” 拡散した対処法は根拠不明。専門家や製薬会社も…	
AIの未来はソフトウェアにかかっている--GraphcoreのCEOが語るAI市場のこれから	
世界のアーティストやファンを魅了する音楽メタバースの世界	<コラム>
ロームがLED・センサーの中国・天津工場を停止した事情（ニュースイッチ）	<コラム>
頭突きで対決する動物って脳とか大丈夫なの？　研究者「駄目みたいです」	<コラム>
バスなのにオバQにカマボコ!?　無関係なアダ名のバス4選	<コラム>,<紹介>
従業員サーベイの導入により職場環境の改善、離職防止策を推進。活用方法とおすすめのツールを解説	<方針>,<利用・採用>,<技術開発>,<説明>
広栄化学、千葉工場にパイロット設備建設へ - 化学工業日報	<設備投資>,<目標>
UVナノインプリントリソグラフィでの樹脂充填プロセスにおける分子の挙動をシミュレーション 東京理科大	
おお…ついに……速度取り締まりの新兵器「半固定式」移動オービスいよいよ都内でテスト これから広く全国に配備か	<実験>,<コラム>
セルシードが急伸、産業利用に対応した検体提供に関する基本合意が好感される |  財経新聞	<株式概況>
関西大学カーボンニュートラル研究センター設立記念シンポジウムを開催	<イベント>
信越化学 業界初のシリコーン皮膜形成エマルジョンを開発 - 信越化学工業株式会社	<技術開発>
“超”モノづくり部品大賞「電気・電子部品賞 」受賞！ | 電源ICのトレックス・セミコンダクター（TOREX）	<表彰>
東京の2倍…｢日本で一番EVが普及しているのは"あの地方都市"｣必要なのは充電インフラではない【2022編集部セレクション】 小型軽量低価格こそ理想のEV	
2kV耐圧のSiC MOSFETとダイオードを発表、Infineon	<商品化>
7月26日「みんなのHR博覧会 by ミキワメ」イベント登壇のお知らせ	<セミナー>
インテル、将来のデスクトップCPUにDLVR「デジタル電圧レギュレータ」を導入する可能性	<方針>,<利用・採用>,<コラム>
新型エクストレイルで納得、日産が弱点を承知で「e-POWER」を推す理由	<コラム>
ファミリーに人気の設備、室内ではWICがトップ | 最新不動産ニュースサイト「R.E.port」	<設備投資>,<コラム>
知ってると安心｢仕事で失敗する人｣3つの共通点	
定格電流60％増、大電流・高耐圧ブリッジダイオード発売	<商品化>
カセイソーダ2割高、4年ぶり最高値更新　大幅値上げ浸透	
介護現場、在宅医療を取り巻く現状、課題と解決に向けた（株）Z-Worksの挑戦【JPIセミナー 5月24日(火)開催】	<コラム>
“寝装具のあり方を正し、再構築する” ライフスタイルブランド　sinso がサービス開始	<設備投資>,<サービス開始>
栄養で顧客のパフォーマンスを最大化するアプリ『eat+（イータス）』を提供するeatas株式会社が資金調達を実施	<イベント>,<資金>
Kudan、SLAM技術を活用したモバイルマッピング開発キットを発売	<商品化>
12月10日・11日に「自動運転バスの実証実験」を実施します - 呉市ホームページ	<実験>
レンズレス迅速､ロバスト､ローコスト微生物同定デバイス | e.x.press	<技術開発>
Altair アルテアエンジニアリングが金融 医療分野向けAIデータソリューションを加速「200〜500万円規模のスモールスタート＆スモールサクセスから」経営トップが語る	<方針>,<コラム>
アルビオン、とろけるような肌感触の新規クレンジング製剤を開発｜週刊粧業オンライン	<技術開発>
社内イベントでエンゲージメントを高める具体的な施策とは？ | 『日本の人事部』プロフェッショナルコラム	<方針>,<施策>,<コラム>
競合に勝つための「戦略論」は顧客不在で、ビジネスに不向き	
【11/29（火）日本初開催】パーパス×ブランディング「BRANDS FOR GOOD+ SUMMIT」	<イベント>
私たち（中小企業）にもできるSDGｓが、きっと見つかる！	
片足で10秒立っていられる人は長生き？ 英国の専門誌が報告（日刊ゲンダイヘルスケア）	<コラム>,<情報公開>
クリーニング店、引き取り客の「密」どう回避？　コロナ禍でも新サービス続々「ファミリーショップ」＜挑む＞：東京新聞 TOKYO Web	<コラム>
NVIDIAがARM買収を正式撤回、買い手を失ったソフトバンクの計画は？	<戦略>,<コラム>
Serve Roboticsが完全自律型歩道配達ロボットでの商業配送に成功、無人ロボット配送実用化へ大きな一歩	<技術開発>
「The Canmaker Cans of the Year Awards 2022」でダブル受賞　～「Finger Fitting Tab」、「aTULCネックエンボス缶」～	<表彰>
体がドロドロに溶けてしまう蛹の状態のとき虫の「共生細菌」はどうなっているのか？	<コラム>
【発売6日で重版決定】「やらず嫌い」は起業の敵？学歴より事業計画よりまずは複数やってみることのススメ。天才ではない高校中退社長が書いた年商3億円稼ぐ経営指南書	<商品化>,<コラム>
TOC計＆迅速微生物測定装置	<技術開発>
再生可能エネルギーの拡大を支える揚水蓄電、日本の能力は世界屈指	
JBS、内製化に向け「Microsoft Power Platform」を活..（日本ビジネスシステムズ株式会社 プレスリリース）	
国内後発薬大手３社、海外事業が正念場 - 化学工業日報	<業界情報>
警察困惑。配達ロボットが立ち入り禁止の犯罪現場を通り抜けようとする鉄の意思	<提案>,<コラム>
知らぬ間に嫌われる前に。何度も接触すると関心度が高まる「ザイオンス効果」を味方にしよう	<提案>
まるで「バベルの塔」！？ ESGカオスを企業と投資家の対話から整理する	<コラム>
バイオプラスチック特集　ＧＳＩクレオス　マタビー、農業用フィルム用強化　国内パートナー企業との連携推進	<方針>
「優柔不断な上司にウンザリ」という女性にサルトルが示した斜め上の回答とは？＜半径3メートルの倫理＞ 『半径３メートルの倫理』	<方針>,<コラム>
ミネベアミツミ、小川剛氏個展『Surreal Prism―見えない実体』にスマートLED照明で協力	
ついに固体電池がEVへ、中台韓が火花　日本は5年の遅れ？	<目標>,<コラム>
STとMACOMが試作に成功RFアプリケーション向けのGaN-on-Si | 電波新聞デジタル	<技術開発>,<実験>
三菱ガス化学など、新潟でＣＣＳ検討・調査へ	<目標>
サッポロビール、「デュワーズ」限定品発売　ユニークカスクシリーズ第3弾 - 日本食糧新聞電子版	<商品化>
国交省、「走行中ワイヤレス給電」「FCV燃費評価」「合成燃料実用化」　今年度から調査研究に着手｜政治・行政・自治体｜紙面記事	<技術開発>,<研究>
モビリティー産業創出へ　経団連、豊田氏らトップに議論	<技術開発>,<目標>
ENEOSが和歌山製油所を閉鎖する裏事情、さらに2つの「減損爆弾」が忍び寄る	
EVの心臓部「eアクスル」は群雄割拠　日産も驚くジヤトコの提案	<提案>
「学び直し」でアップデート	<技術開発>
米国、浮体式の洋上風力を導入へ　1500万キロワット（写真=AP）	<方針>,<利用・採用>,<目標>
